441,170,32,35
444,168,32,34
447,166,32,34
449,165,32,33
451,164,31,32
452,162,32,32
452,161,31,32
452,160,32,30
450,160,32,30
449,158,32,30
450,158,33,30
455,156,33,31
460,155,33,32
464,153,33,34
464,152,34,34
464,150,34,35
464,148,35,36
465,147,35,36
467,146,36,35
469,146,35,35
468,144,34,37
464,144,34,35
460,144,36,35
460,143,36,36
461,142,36,38
461,141,36,39
460,140,36,38
458,140,34,37
457,139,33,36
455,140,33,36
453,139,33,37
450,139,33,37
447,138,33,37
445,138,33,37
443,139,34,37
440,139,33,37
437,139,33,37
434,139,32,36
430,139,33,37
428,140,33,37
426,140,33,37
424,140,33,37
421,140,34,37
419,140,33,37
417,141,33,36
418,142,34,35
419,142,34,35
419,143,34,35
418,144,34,35
418,144,34,35
419,145,34,34
420,147,35,35
421,147,34,34
421,150,34,34
422,152,34,34
421,154,34,34
421,157,34,33
422,158,34,34
422,160,34,34
423,161,34,34
424,162,34,35
423,164,34,35
423,164,34,35
423,165,34,35
424,165,34,35
426,166,34,35
426,167,34,35
427,168,34,36
427,168,35,35
426,168,36,35
425,168,37,35
422,169,38,34
424,169,37,34
423,170,37,33
423,171,38,33
425,172,35,31
426,172,34,32
425,173,34,33
425,173,34,33
426,173,33,34
425,173,34,33
426,174,32,34
426,175,32,35
425,175,32,35
425,176,34,35
426,177,34,34
425,177,35,34
424,177,36,34
423,177,37,34
423,177,37,33
424,176,36,33
422,175,36,33
422,175,35,33
422,175,35,33
423,174,35,33
422,173,35,33
421,172,35,33
421,171,35,34
420,170,35,34
421,170,34,33
419,169,35,34
420,168,34,34
419,168,35,33
418,166,36,33
417,165,35,33
417,164,35,32
416,163,34,33
415,162,34,33
414,161,35,33
412,159,35,32
410,159,35,31
409,158,34,30
407,157,34,30
405,154,35,32
404,153,34,30
403,152,34,30
403,150,34,30
403,148,34,31
403,148,33,31
402,147,34,31
400,146,35,31
399,145,35,32
399,144,36,31
400,145,34,31
399,145,35,31
398,146,36,30
397,146,36,30
397,147,36,30
395,147,37,30
397,148,35,30
398,149,35,30
399,150,35,30
398,150,35,30
397,150,35,31
397,151,35,31
397,151,35,32
398,153,35,32
397,153,36,32
397,154,36,32
396,155,36,32
396,156,36,32
397,157,36,33
397,158,36,32
398,158,35,33
397,158,35,33
396,158,36,33
394,158,37,32
395,158,35,33
396,159,35,33
394,158,36,33
393,158,36,32
393,157,36,33
392,157,36,32
392,156,36,32
391,156,35,32
391,155,35,32
390,154,36,32
390,153,36,32
389,152,36,33
388,152,37,32
388,151,36,33
387,150,36,33
387,149,36,33
387,148,37,35
387,148,37,33
388,147,37,34
389,147,37,33
390,147,37,33
390,147,38,34
390,147,38,33
390,148,39,34
392,148,39,34
391,150,38,32
390,150,40,33
393,151,38,33
392,151,39,34
392,152,39,34
392,153,38,35
392,154,38,34
392,155,39,34
393,155,38,35
394,158,38,33
394,159,38,34
393,160,38,34
395,162,37,33
393,163,38,33
394,165,38,33
393,167,38,33
395,168,36,33
395,170,36,33
395,173,36,33
396,174,36,32
396,176,36,32
396,176,37,32
397,177,37,32
399,179,36,32
400,181,35,32
401,183,35,32
404,185,35,31
405,186,35,32
408,188,34,33
410,189,33,33
409,190,35,33
411,191,33,33
412,192,34,34
415,193,33,33
416,193,34,34
418,194,33,34
420,194,33,34
421,193,34,35
424,194,33,34
426,192,33,34
429,192,33,35
430,190,34,34
433,191,33,34
436,189,33,34
438,188,34,34
442,187,34,34
446,184,34,35
451,181,34,34
457,179,34,34
461,175,34,34
464,172,34,34
465,169,36,34
468,167,36,34
470,165,36,34
471,163,36,34
469,160,37,35
468,155,35,34
466,152,34,34
463,147,35,34
465,143,33,33
466,141,34,33
468,140,34,33
470,139,34,33
473,139,34,33
478,141,34,33
479,141,35,33
480,142,34,33
480,142,34,33
479,142,35,34
478,142,37,33
478,142,35,34
477,142,35,33
474,143,36,34
473,144,35,33
472,145,35,33
472,144,35,33
473,144,35,33
476,144,35,33
479,145,36,33
482,145,34,32
483,145,34,32
483,145,35,32
484,146,34,32
482,147,35,32
482,148,34,31
482,150,34,31
482,151,34,31
483,152,34,31
487,153,33,31
489,153,33,31
492,155,33,31
493,155,33,31
495,157,32,31
494,157,32,32
492,158,32,31
490,158,33,31
489,159,33,31
488,158,34,32
488,157,34,32
488,156,34,31
491,156,33,31
492,156,33,32
492,156,34,31
492,156,34,31
490,157,33,30
488,158,32,29
486,158,32,30
486,159,31,29
485,158,32,29
486,158,32,29
486,158,32,29
487,158,32,29
491,159,31,30
494,159,32,30
498,159,31,30
499,160,31,30
502,160,30,29
503,160,30,30
504,160,30,30
505,160,31,30
503,159,31,30
501,159,31,29
497,158,31,30
492,158,31,30
482,158,31,30
476,157,31,29
470,154,31,29
469,149,30,29
460,142,31,30
449,141,30,30
439,138,32,29
440,137,31,29
458,136,31,29
481,143,30,29
491,145,31,30
489,144,32,30
487,145,32,30
488,148,32,30
492,150,30,29
493,152,31,28
492,153,30,28
490,156,31,27
487,158,31,27
487,160,31,28
487,162,31,28
490,164,31,28
492,166,32,29
493,169,32,30
494,171,31,29
494,175,32,29
496,178,31,30
496,179,31,30
492,179,31,30
488,179,31,30
487,180,31,30
491,183,31,30
501,185,32,30
513,183,31,30
515,181,31,30
511,181,31,30
509,183,30,29
505,183,29,30
504,183,29,29
502,182,31,29
501,183,29,28
500,182,29,28
498,183,30,28
491,181,30,30
485,180,30,30
479,180,31,30
476,178,31,31
475,177,32,30
476,175,32,31
479,174,31,32
486,173,31,32
489,171,31,31
489,169,31,31
486,166,32,32
484,165,31,32
483,162,31,32
484,161,31,32
482,160,31,32
480,160,31,32
477,161,30,31
473,162,31,30
472,161,29,31
468,160,29,31
462,159,30,30
459,158,30,30
458,156,30,31
454,155,30,32
451,154,31,32
448,153,31,32
446,151,31,33
443,150,30,31
439,150,29,30
434,149,30,30
431,148,30,30
431,147,30,31
432,145,30,30
432,143,30,30
433,141,30,30
435,139,30,30
436,137,30,30
435,135,31,31
432,133,32,32
428,131,32,31
425,130,31,31
422,129,31,31
421,129,30,30
419,128,29,30
416,128,29,29
413,128,28,30
409,128,28,30
404,127,28,30
400,127,28,29
394,127,29,30
389,127,30,30
383,126,31,30
381,126,29,29
377,126,30,30
374,125,30,29
374,123,30,29
374,122,32,31
375,122,31,31
373,120,32,32
371,121,31,32
368,119,32,32
365,119,33,33
364,117,32,33
362,117,32,33
358,116,33,35
358,117,32,35
356,117,35,35
354,120,36,34
353,121,35,33
351,124,35,34
352,126,34,33
352,128,33,33
351,129,32,33
351,131,33,32
350,133,33,32
349,134,32,31
349,135,31,31
347,137,31,31
347,138,31,31
346,139,30,31
344,139,31,32
343,139,31,31
343,138,30,31
343,139,30,31
344,138,31,32
345,138,30,32
344,138,30,32
343,137,30,32
343,137,29,32
341,137,30,32
341,137,31,32
341,137,30,32
342,138,30,32
343,139,30,32
342,139,32,32
342,140,32,32
343,141,31,32
344,142,30,32
343,142,31,32
342,143,32,33
343,144,32,33
344,144,31,33
345,145,30,33
345,146,31,33
345,147,31,32
346,147,31,33
346,148,31,33
347,149,31,33
347,150,31,34
348,151,30,33
348,152,30,32
349,153,30,32
348,153,30,33
348,154,30,33
348,154,31,34
350,155,30,33
350,155,31,33
351,155,31,33
352,155,31,33
353,154,30,33
354,154,30,32
355,153,30,32
355,152,29,32
355,151,29,31
355,150,30,31
354,149,29,31
354,148,29,31
354,147,29,31
354,147,29,31
354,147,29,31
355,147,29,31
355,147,29,31
355,147,29,31
356,147,29,32
357,147,30,32
358,147,30,32
359,147,30,32
361,148,30,32
362,148,29,33
364,149,28,32
365,149,28,32
366,148,29,32
365,148,29,32
366,147,29,31
365,146,29,31
364,145,29,31
363,144,29,32
361,142,29,32
361,141,28,32
360,140,29,32
358,138,29,31
357,135,30,32
356,133,29,31
353,131,30,32
352,129,30,33
350,128,30,32
349,127,31,32
347,125,31,33
346,124,30,32
347,124,30,33
350,124,31,33
354,124,31,33
355,125,31,32
357,126,31,32
356,127,32,32
358,128,31,31
359,129,32,31
361,131,32,31
364,132,32,31
367,133,33,32
374,134,35,30
382,136,33,29
386,137,34,29
392,139,33,30
395,140,34,29
397,142,35,32
402,143,35,33
403,144,38,34
408,145,38,34
414,145,38,34
419,146,39,35
424,147,40,36
427,145,42,37
433,150,41,41
438,149,44,38
442,151,46,38
450,153,45,39
454,156,46,39
460,159,44,38
