179,67,21,21
178,69,22,22
178,70,20,22
179,72,20,22
179,73,20,22
180,75,21,21
180,78,21,22
182,81,20,23
183,87,20,23
186,95,19,21
188,103,19,21
191,112,19,21
193,120,19,21
195,129,21,21
197,137,20,22
200,147,19,21
201,155,20,21
203,163,20,21
204,172,20,22
206,181,20,22
208,189,20,21
208,197,20,21
209,206,20,21
209,217,19,21
208,228,20,21
209,238,19,22
208,249,20,21
208,259,20,21
208,268,20,21
207,274,20,20
208,280,20,22
208,288,20,20
208,295,20,20
207,300,20,21
207,306,20,21
206,312,20,21
207,317,19,21
207,321,19,21
206,324,20,21
206,327,20,21
205,330,19,21
206,333,19,21
206,337,19,21
206,340,19,21
206,343,19,20
206,345,19,21
207,346,19,21
207,345,19,20
208,342,19,22
209,339,20,20
211,334,19,21
212,330,19,21
212,325,19,22
213,323,19,22
214,323,20,22
216,324,20,22
219,329,20,22
222,334,20,22
225,342,20,21
228,350,20,21
231,358,20,21
234,366,19,22
237,372,19,22
239,377,21,22
240,380,20,24
241,384,20,23
241,388,19,21
242,389,19,22
240,389,19,22
239,389,19,22
236,387,19,22
233,387,20,21
229,386,20,20
224,385,20,20
219,384,20,21
214,383,21,21
210,383,20,20
207,385,19,20
204,388,19,21
202,393,19,20
201,395,19,20
200,396,19,20
201,395,19,21
203,395,20,20
206,394,19,20
207,391,20,20
209,389,22,20
211,387,20,21
212,387,21,21
213,388,20,20
215,389,20,21
216,391,21,20
219,391,20,21
219,391,20,22
221,391,20,21
223,393,19,21
226,393,18,20
229,393,19,20
233,393,19,20
237,393,19,20
241,392,20,21
245,391,19,23
249,391,21,20
252,391,21,20
255,391,20,22
258,393,19,22
261,393,20,22
263,393,20,22
266,394,20,23
267,394,20,22
269,394,20,22
270,394,20,22
271,393,19,23
272,392,20,23
273,390,19,23
274,390,19,21
275,389,19,22
276,390,20,21
278,391,20,21
279,392,19,22
280,393,20,23
281,394,20,22
283,394,21,22
286,395,21,22
289,396,21,22
291,399,21,23
292,405,20,21
291,409,21,21
293,409,20,23
293,410,20,21
293,412,19,21
291,413,19,21
290,412,19,22
286,412,20,22
283,413,20,22
279,416,21,22
275,420,20,21
271,423,20,21
267,425,19,21
262,425,20,21
257,426,21,21
254,425,21,21
250,422,21,20
246,416,22,20
240,408,22,20
234,398,21,20
227,388,20,21
221,380,20,20
216,372,21,22
213,369,19,22
209,369,18,22
204,374,19,22
201,380,19,20
199,382,19,21
198,383,18,20
198,383,18,20
198,384,19,20
201,382,20,22
204,381,19,20
208,379,20,20
213,377,20,22
216,374,20,21
220,369,20,23
222,365,20,21
223,359,21,22
224,355,20,21
225,351,20,21
225,347,20,21
225,343,20,22
224,341,20,22
224,341,20,21
224,341,19,21
222,341,20,22
221,342,20,21
219,340,21,22
218,339,20,21
215,335,20,21
211,331,20,21
206,328,21,22
203,326,21,21
201,325,20,21
201,325,20,21
201,326,20,20
201,326,19,20
201,327,19,20
200,328,19,20
200,329,20,21
202,332,19,19
204,335,18,20
206,338,19,20
209,340,19,20
213,340,18,20
216,341,19,20
219,341,20,19
225,344,19,20
230,347,19,20
235,350,19,19
239,355,18,19
243,360,18,19
244,364,18,20
246,368,19,20
