180,79,37,114
180,84,37,112
179,90,39,111
180,94,38,111
179,95,36,110
180,96,35,111
179,99,34,107
177,97,37,111
174,96,36,112
172,98,36,112
167,102,39,110
164,106,37,107
162,106,39,107
159,104,38,108
160,103,35,108
161,99,35,110
159,94,35,114
159,93,36,114
161,92,35,115
162,95,36,112
163,99,37,111
165,100,36,110
167,101,37,108
167,101,37,109
168,98,37,110
171,95,36,114
171,92,37,118
172,92,37,118
173,90,38,117
173,91,37,115
173,92,37,113
173,94,35,109
171,93,36,110
172,92,35,110
172,89,35,113
171,85,36,115
170,85,36,114
170,86,37,112
167,88,38,109
168,91,39,109
166,92,40,108
164,90,39,109
163,88,38,113
163,86,39,110
160,82,39,113
156,87,39,109
153,86,38,103
149,88,35,103
140,88,35,104
140,91,32,97
137,100,30,96
130,92,35,103
127,94,35,103
143,89,36,106
112,102,35,102
89,101,34,100
92,109,34,99
149,98,32,96
162,89,32,102
165,89,33,98
168,93,34,101
170,93,34,102
168,87,36,109
171,79,34,108
172,79,35,112
176,78,36,114
175,82,37,113
176,86,37,113
177,88,37,111
177,88,38,112
178,85,39,113
179,83,36,113
178,81,38,119
179,80,37,119
178,82,38,118
179,85,38,117
180,89,37,114
174,90,43,113
159,91,44,113
161,93,39,113
162,88,37,117
160,84,39,122
161,83,38,119
162,81,39,119
163,80,38,118
165,82,39,118
168,84,37,114
170,83,37,110
174,85,37,109
175,80,36,113
176,77,39,117
180,74,39,117
182,74,39,118
183,76,39,117
183,80,41,115
186,86,39,111
183,86,43,115
183,85,39,113
184,88,37,111
182,85,38,116
182,80,38,121
180,78,40,121
180,76,39,121
179,76,39,118
179,78,38,117
179,82,37,111
180,82,38,109
176,74,39,110
174,68,39,115
172,64,39,117
169,59,40,120
165,57,40,120
162,56,41,120
160,59,40,118
156,62,41,117
154,68,40,115
154,73,38,111
152,71,40,116
149,76,40,118
148,79,40,116
151,77,40,119
156,82,40,114
159,84,37,112
160,83,39,113
164,83,37,113
167,83,38,112
171,82,36,118
172,83,37,122
172,79,39,123
175,78,37,122
176,81,38,124
179,86,37,122
179,91,38,118
180,93,37,115
182,96,38,116
181,100,38,120
183,102,39,124
184,101,39,122
184,100,38,122
181,102,41,124
180,106,39,121
180,109,39,119
182,108,37,120
181,104,38,121
182,104,37,122
182,99,37,128
180,96,36,130
182,93,37,129
182,94,38,128
183,98,37,124
183,99,37,121
184,95,38,120
184,93,38,120
182,90,39,121
181,87,39,122
179,81,41,126
178,78,40,127
177,78,40,123
176,79,39,122
175,81,38,124
177,81,38,125
180,80,41,123
186,79,37,129
187,77,37,128
186,74,39,132
188,75,37,132
187,79,38,128
190,85,36,124
190,87,37,122
190,90,38,120
189,91,39,120
187,94,40,121
186,88,42,127
184,85,43,126
182,87,43,126
180,91,42,126
182,92,40,126
183,91,37,124
181,92,37,123
181,89,38,127
184,88,36,128
184,85,37,128
185,85,36,129
180,87,40,127
175,94,36,122
176,96,36,119
169,90,40,120
168,90,38,121
167,86,39,125
165,84,41,125
168,79,42,126
172,77,42,123
178,77,39,127
175,83,40,123
178,85,42,121
183,86,43,119
185,83,44,120
188,80,42,122
188,76,42,126
186,74,42,128
185,78,42,126
187,82,42,126
192,88,42,123
197,93,39,117
195,89,40,123
195,91,45,124
197,89,43,127
195,88,46,125
196,92,46,127
199,95,43,126
201,99,43,124
205,101,40,122
202,104,40,122
201,106,40,118
198,104,42,125
194,105,42,128
191,108,40,128
189,108,41,127
183,111,41,128
185,119,40,121
185,124,39,119
185,120,40,121
183,121,40,117
182,117,41,118
180,113,42,118
179,111,44,119
175,97,46,127
171,96,44,123
171,94,43,125
171,98,42,124
169,95,43,127
166,92,42,129
167,92,41,129
168,86,40,133
168,83,41,134
164,77,43,136
157,72,44,135
155,70,42,133
157,70,45,129
165,74,44,129
169,84,42,120
173,82,46,126
178,81,45,131
178,77,44,133
177,75,45,135
175,75,46,135
175,74,44,136
179,79,41,135
179,82,41,134
182,86,41,135
184,88,41,135
184,87,43,134
189,87,41,134
190,87,42,136
189,90,44,132
187,90,42,135
189,94,41,133
189,101,42,127
192,102,42,125
194,102,42,129
193,105,45,131
193,106,46,128
193,107,48,128
188,109,50,124
178,109,49,126
175,114,46,127
175,118,47,124
172,117,51,120
172,114,54,120
169,106,55,125
166,107,56,118
165,106,57,118
165,103,57,120
164,103,59,122
160,106,56,124
157,105,52,124
155,109,51,119
155,111,53,124
154,104,51,124
148,101,55,128
146,100,54,129
147,97,54,136
150,95,53,140
154,101,52,131
157,105,50,131
157,103,52,126
159,102,54,131
156,102,56,134
151,97,57,135
150,96,54,134
153,98,54,129
150,99,54,136
154,105,53,129
154,114,50,123
154,115,50,127
152,118,50,133
151,115,52,132
152,117,53,140
153,108,53,141
154,109,52,136
153,113,50,135
154,111,48,132
151,108,47,128
150,107,46,133
148,104,48,131
142,98,53,132
135,93,56,138
