381,95,77,94
383,94,75,96
382,94,74,98
382,94,73,100
381,94,73,99
381,94,73,99
377,93,76,98
373,97,79,94
353,81,82,98
338,73,85,101
319,65,84,100
319,65,85,101
273,91,87,105
226,142,88,106
120,210,87,104
116,213,87,104
110,219,86,103
176,138,87,104
198,116,91,108
180,119,92,109
166,108,92,112
150,99,94,112
135,96,98,112
125,87,98,110
123,85,98,111
104,86,99,128
95,88,95,131
94,86,97,133
93,87,100,137
94,90,104,137
93,90,106,137
103,92,105,140
114,90,103,139
117,85,106,140
119,82,109,144
123,78,107,150
126,79,107,149
134,83,105,149
133,79,106,151
129,75,112,155
129,80,111,159
129,84,111,161
129,81,110,159
131,86,106,155
137,91,104,152
132,92,104,157
137,93,101,151
134,92,101,149
138,95,100,149
137,99,102,151
140,98,106,149
147,97,105,148
160,98,102,144
169,95,104,137
172,98,102,137
176,93,106,139
183,89,103,138
187,87,99,142
188,82,97,143
190,85,97,139
188,83,100,141
188,82,101,149
198,77,101,148
205,75,106,140
214,72,103,138
220,70,100,132
218,70,99,131
219,68,98,135
216,68,99,143
211,67,99,140
203,70,103,141
205,74,102,136
205,75,101,136
209,76,100,131
209,79,100,130
211,76,98,126
212,82,98,133
215,84,98,134
212,82,99,132
206,80,106,141
210,80,106,144
209,81,108,144
213,88,107,147
216,91,109,147
217,92,108,146
223,97,107,145
226,97,109,143
234,100,111,142
239,103,113,137
248,107,114,137
246,110,115,137
256,111,117,138
262,117,121,143
279,118,117,141
287,122,118,137
298,127,116,138
299,127,113,133
308,131,111,132
311,134,111,135
319,136,105,135
324,138,104,135
326,138,101,136
326,135,101,138
328,139,100,142
327,138,101,146
334,142,98,144
335,147,97,145
333,152,97,142
332,153,98,143
328,164,100,140
325,161,101,139
326,159,101,141
322,167,104,147
316,177,109,154
322,177,105,151
323,185,106,149
321,200,102,149
319,209,101,148
316,212,101,145
311,218,105,142
315,218,107,138
311,210,103,142
303,207,107,153
295,196,106,153
284,188,109,158
279,168,113,161
279,168,115,163
270,152,118,165
254,138,123,171
239,123,124,176
231,113,128,172
208,104,132,178
211,105,130,177
200,94,131,171
178,85,133,166
157,79,133,161
145,70,132,162
131,60,127,156
132,61,128,156
112,55,129,153
93,50,128,155
83,44,122,150
68,37,120,146
51,37,121,146
49,32,121,144
36,32,121,141
37,37,113,137
40,34,109,130
