153,105,26,43
152,99,26,42
153,94,25,41
152,87,27,44
153,79,26,47
152,76,26,43
152,74,25,40
149,73,26,39
145,71,27,39
140,70,26,38
135,68,26,37
129,67,25,38
123,66,25,36
116,65,25,36
111,65,22,35
110,64,21,33
111,63,20,33
111,60,22,35
109,57,21,35
105,54,23,35
99,52,24,36
93,49,24,35
87,45,23,36
83,43,22,36
79,42,21,34
76,41,21,33
76,39,23,35
77,37,23,35
82,37,23,36
86,39,23,36
90,41,23,36
90,45,24,36
95,49,23,36
97,55,24,37
103,74,23,36
103,70,27,37
107,70,27,35
110,71,26,36
116,74,25,35
121,68,26,37
126,60,25,40
132,52,29,37
137,46,26,35
141,42,24,31
146,43,25,31
151,40,25,32
155,39,24,32
159,41,24,33
162,42,25,34
165,43,24,38
166,43,24,32
167,41,25,32
171,40,26,30
180,41,24,37
186,47,26,31
194,48,26,34
203,49,24,34
211,57,23,32
229,59,24,37
233,64,25,31
234,71,24,31
237,67,25,34
247,73,24,35
259,80,27,35
253,91,25,33
255,95,26,34
257,97,26,34
257,100,26,34
257,101,26,35
256,102,26,37
252,107,28,38
241,118,30,38
227,127,31,40
213,136,28,43
