485,266,91,181
508,258,90,182
528,249,90,184
547,240,90,187
565,229,92,189
577,216,91,196
588,208,93,192
594,196,97,195
600,183,99,194
613,173,98,190
615,172,95,184
621,164,94,188
637,145,95,198
652,141,90,195
656,134,89,202
660,127,89,189
666,120,83,182
667,100,83,173
659,88,87,174
652,76,89,174
647,66,87,175
638,57,92,174
631,47,90,174
624,44,92,173
621,39,90,170
614,36,93,173
610,33,95,169
606,26,100,169
605,14,102,173
606,13,103,172
599,13,105,170
589,12,105,173
585,13,104,174
577,14,104,176
574,21,102,175
571,22,98,172
567,29,96,168
562,29,94,168
560,28,90,163
559,26,89,161
555,34,87,159
555,32,83,161
546,34,79,168
542,32,79,171
537,19,84,172
534,21,87,172
539,35,92,174
544,43,96,168
554,57,96,171
552,58,109,166
548,61,115,166
508,70,109,187
510,76,97,197
515,83,92,198
524,95,95,191
522,101,95,194
529,110,98,185
523,113,100,185
520,120,96,181
517,128,96,174
510,133,92,175
508,139,92,173
500,146,91,178
498,149,93,181
496,153,97,176
491,157,101,171
491,162,107,163
501,171,106,153
524,189,96,149
553,209,89,144
551,209,88,145
548,210,87,148
556,220,83,151
540,208,85,163
540,211,84,166
544,218,83,168
538,215,83,179
540,224,85,181
534,220,86,188
530,227,85,187
533,228,91,185
533,241,91,177
535,250,99,177
534,257,100,175
530,269,94,177
529,275,95,177
525,282,100,181
523,288,99,183
524,294,100,184
516,296,101,200
514,289,101,209
513,288,98,209
515,292,98,208
525,303,94,200
525,313,93,197
528,320,93,188
528,323,93,183
523,332,96,178
521,337,99,170
510,338,106,174
505,334,107,174
492,333,107,177
489,334,107,173
479,337,107,173
469,337,110,178
457,335,109,184
447,334,105,184
439,331,104,181
425,330,105,185
412,330,110,191
395,326,113,198
382,324,120,201
374,325,121,197
364,326,124,193
356,331,125,189
345,333,128,188
326,345,131,193
316,351,135,188
300,358,135,191
291,360,141,194
279,363,143,199
274,359,146,201
263,364,143,200
258,369,135,194
250,370,130,194
240,374,126,194
228,375,124,198
223,374,124,201
221,371,123,205
223,377,114,201
217,375,113,204
209,376,112,210
203,377,108,212
200,376,106,214
195,377,105,218
